編號,所屬單位,安裝地址,攝影方向
LANE015-02,內湖分局 文德派出所,民權東路6段101號前(內湖分局前分隔島),東
LANE016-01,內湖分局 文德派出所,文德路與文德路210巷口(212號旁),東北
LANE016-02,內湖分局 文德派出所,文德路與文德路210巷口(212號旁),南
LANE017-01,內湖分局 文德派出所,文德路208巷與文德路210巷30弄口,南
LANE018-01,內湖分局 文德派出所,文德路210巷與文德路210巷30弄口(30弄1號),東
LANE019-01,內湖分局 文德派出所,文德路208巷68號前,東
LANE020-01,內湖分局 文德派出所,文德路208巷與陽光街口,東
LANE021-01,內湖分局 文德派出所,陽光街161巷7號前,東北
LANE022-01,內湖分局 文德派出所,陽光街92巷2號,東北
LANE023-01,內湖分局 文德派出所,民權東路6段136巷30號,南
LANE024-01,內湖分局 文德派出所,陽光街92巷25弄1號,南
LANE025-01,內湖分局 文德派出所,陽光街與陽光街92巷口,西
LANE026-01,內湖分局 文德派出所,陽光街1號對面(內湖國中大門正對面),東
LANE027-01,內湖分局 文德派出所,陽光街與陽光街265巷口,東北
LANE028-01,內湖分局 文德派出所,民權東路6段120巷7弄2號,東
LANE029-01,內湖分局 文德派出所,民權大橋與行愛路口中央分隔島,東
LANE029-02,內湖分局 文德派出所,民權大橋與行愛路口中央分隔島,西
LANE030-01,內湖分局 文德派出所,瑞光路、江南街71巷16弄口,東
LANE031-01,內湖分局 文德派出所,瑞光路253巷17號對面,東北
LANE032-01,內湖分局 文德派出所,江南街71巷83號,東北
LANE033-01,內湖分局 文德派出所,文德路22巷62弄2號,東北
LANE034-01,內湖分局 文德派出所,民權東路6段56巷5弄1號,東
LANE035-01,內湖分局 文德派出所,江南街71巷與71巷65弄口(江南街71巷65弄30號旁),西
LANE036-01,內湖分局 文德派出所,文德路22巷29弄底,東
LANE037-01,內湖分局 文德派出所,文德路22巷53弄與江南街71巷75弄口(文德路22巷53弄19號),東
LANE038-01,內湖分局 文德派出所,瑞光路316巷  堤頂大道2段口,東
LANE038-02,內湖分局 文德派出所,民權東路6段45號(三民國中前),西
LANE039-01,內湖分局 文德派出所,陽光街與陽光街202巷口(204號旁),南
LANE040-01,內湖分局 文德派出所,瑞光路253巷口前,東北
LANE041-01,內湖分局 文德派出所,瑞光路237號旁燈桿,西南
LANE042-01,內湖分局 文德派出所,文德路22巷59弄與文德路22巷口(22巷59弄4號),西
LANE043-01,內湖分局 文德派出所,江南街71巷16弄76號,東
LANE044-01,內湖分局 文德派出所,瑞光路253巷21號,東南
LANE045-01,內湖分局 文德派出所,文德路22巷9弄口,東南
LANE045-02,內湖分局 文德派出所,文德路22巷9弄口,東
LANE046-01,內湖分局 文德派出所,文德路22巷27弄與文德路22巷口,東
LANE046-02,內湖分局 文德派出所,文德路22巷27弄與文德路22巷口,西
LANE047-01,內湖分局 文德派出所,民權東路6段120巷1弄2號,東
LANE048-01,內湖分局 文德派出所,陽光街與江南街71巷口(陽光街297號旁),北
LANE049-01,內湖分局 文德派出所,陽光街265巷11號,西
LANE050-01,內湖分局 文德派出所,陽光街285巷1號,東
LANE051-01,內湖分局 文德派出所,文德路22巷53弄25號旁,西
LANE052-01,內湖分局 文德派出所,民權東路6段136巷40弄6號前,東
LANE054-01,內湖分局 文德派出所,文德路90巷43號前,西
LANE054-02,內湖分局 文德派出所,陽光街與陽光街265巷口,北
LANE055-01,內湖分局 文德派出所,文德路66巷與文德路口,東
LANE055-02,內湖分局 文德派出所,文德路66巷與文德路口,西
LANE056-01,內湖分局 文德派出所,文德路與文德路90巷口(文德路96號對面),東
LANE056-02,內湖分局 文德派出所,文德路與文德路90巷口(文德路96號對面),南
LANE057-01,內湖分局 文德派出所,文德路66巷14弄22號,西
LANE059-01,內湖分局 文德派出所,文德路66巷54號前,西
LANE060-01,內湖分局 文德派出所,民權東路6段90巷15弄1號旁,西北
LANE061-01,內湖分局 文德派出所,文德路66巷32弄1號前,西
LANE062-01,內湖分局 文德派出所,文德路208巷與文德路208巷6弄口,東南
LANE063-01,內湖分局 文德派出所,陽光街68巷152弄3號,東
LANE064-01,內湖分局 文德派出所,文德路90巷43號前,東
LANE065-01,內湖分局 文德派出所,文德路66巷105號,西
LANE065-02,內湖分局 文德派出所,文德路66巷105號,南
LANE066-01,內湖分局 文德派出所,民權東路6段90巷6弄口,西
LANE067-01,內湖分局 文德派出所,文德路66巷14弄與文德路22巷44弄口(文德路66巷14弄8號),東
LANE068-01,內湖分局 文德派出所,文德路22巷與文德路22巷62弄口,東
LANE069-01,內湖分局 文德派出所,文德路66巷32弄與文德路22巷44弄口(文德路66巷32弄11號旁),東北
LANE070-01,內湖分局 文德派出所, 文德路22巷44弄80號,南
LANE071-01,內湖分局 文德派出所,文德路66巷38弄與文德路22巷44弄口,南
LANE073-01,內湖分局 文德派出所,文德路66巷10弄1號,東
LANE074-01,內湖分局 文德派出所,文德路66巷49弄5號前,東
LANE075-01,內湖分局 文德派出所,文德路208巷70號對面(陽光街68巷口公園邊燈桿),南
LANE076-01,內湖分局 文德派出所,文德路208巷與文德路90巷口,東
LANE077-01,內湖分局 文德派出所,民權東路6段56巷25弄9號,西
LANE078-01,內湖分局 文德派出所,民權東路6段56巷15弄口,東
LANE079-01,內湖分局 文德派出所,堤頂大道1段中央分隔島(近民權東路6段),東南
LANE080-01,內湖分局 文德派出所,舊宗路2段183號對面中央分隔島,南
LANE081-01,內湖分局 文德派出所,舊宗路2段167號旁,西
LANE081-02,內湖分局 文德派出所,舊宗路2段167號旁,南
LANE082-01,內湖分局 文德派出所,舊宗路2段123號前中央分隔島,東
LANE082-02,內湖分局 文德派出所,新湖二路舊宗路1段北側分隔島,西北
LANE083-01,內湖分局 文德派出所,新湖二路舊宗路1段北側分隔島,東南
LANE083-02,內湖分局 文德派出所,民權東路6段11巷口與舊宗路2段口,北
LANE084-01,內湖分局 文德派出所,舊宗路1段288號前分隔島,南
LANE084-02,內湖分局 文德派出所,舊宗路1段288號前分隔島,西
LANE085-01,內湖分局 文德派出所,民善街與民權東路6段口(民權東路6段8號旁對面),東北
LANE085-02,內湖分局 文德派出所,民善街與民權東路6段口(民權東路6段8號旁對面),東南
LANE086-01,內湖分局 文德派出所,舊宗路1段50號前中央分隔島,東南
LANE086-02,內湖分局 文德派出所,新湖二路民善街東北角燈桿,南
LANE087-01,內湖分局 文德派出所,舊宗路2段內湖運動公園對面流量桿,南
LANE088-01,內湖分局 文德派出所,新湖一路8號斜對面燈桿,南
LANE088-02,內湖分局 文德派出所,新湖3路與堤頂大道1段口(堤頂大道1段331號前),西北
LANE089-01,內湖分局 文德派出所,舊宗路1段159號旁燈桿(新湖二路上),東
LANE089-02,內湖分局 文德派出所,舊宗路1段159號旁燈桿(新湖二路上),北
LANE090-01,內湖分局 文德派出所,民權東路6段56巷旁加油站前現有桿,北
LANE090-02,內湖分局 文德派出所,民權東路6段56巷旁加油站前現有桿,東南
LANE091-01,內湖分局 文德派出所,行愛路新湖三路西北角,南
LANE091-02,內湖分局 文德派出所,行愛路新湖三路西北角,北
LANE092-01,內湖分局 文德派出所,瑞湖街117號,東
LANE093-01,內湖分局 文德派出所,瑞光路76巷與民權東路6段11巷口,東北
LANE094-01,內湖分局 文德派出所,民權東路6段90巷2號前中央分隔島,南
LANE094-02,內湖分局 文德派出所,民權東路6段90巷2號前中央分隔島,北
LANE095-01,內湖分局 文德派出所,民權東路6段138號學校前,北
LANE095-02,內湖分局 文德派出所,民權東路6段138號學校前,東
LANE096-01,內湖分局 文德派出所,行善路與金豐街交叉口,東
LANE096-02,內湖分局 文德派出所,行善路與金豐街交叉口,東南
LANE097-01,內湖分局 文德派出所,民權東路6段23號旁,東北
LANE097-02,內湖分局 文德派出所,民權東路6段23號旁,西
LANE098-01,內湖分局 文德派出所,民權東路6段15巷口,東
LANE098-02,內湖分局 文德派出所,民權東路6段15巷口,北
LANE099-01,內湖分局 文德派出所,民權東路6段136巷50號,東
LANE099-02,內湖分局 文德派出所,民權東路6段136巷50號,南
LANE101-01,內湖分局 文德派出所,民權東路6段120巷3弄2號,東
LANE101-02,內湖分局 文德派出所,民權東路6段120巷3弄2號,南
LANE102-01,內湖分局 文德派出所,民權東路6段56巷與民權東路6段90巷16弄口,東
LANE103-01,內湖分局 文德派出所,新湖2路與民善街口,北
LANE103-02,內湖分局 文德派出所,新湖2路與民善街口,東北
LANE104-01,內湖分局 文德派出所,瑞光路112巷口,西北
LANE105-01,內湖分局 文德派出所,瑞光路76巷與民權東路6段21巷口(民權東路6段21巷69號旁),東南
LANE105-02,內湖分局 文德派出所,瑞光路76巷與民權東路6段21巷口(民權東路6段21巷69號前),西南
LANE105-03,內湖分局 文德派出所,瑞光路76巷與民權東路6段21巷口(民權東路6段21巷69號前),南
LANE106-01,內湖分局 文德派出所,瑞湖街162號旁號誌桿,西北
LANE106-02,內湖分局 文德派出所,瑞湖街162號旁號誌桿,東北
LANE107-01,內湖分局 文德派出所,堤頂大道1段(污水處理廠停車場),北
LANE107-02,內湖分局 文德派出所,堤頂大道1段(污水處理廠停車場),東南
LANE108-01,內湖分局 文德派出所,行愛路141巷與行愛路口,東北
LANE108-02,內湖分局 文德派出所,行愛路141巷與行愛路口,西南
LANE109-01,內湖分局 文德派出所,民善街與新湖3路口,西
LANE109-02,內湖分局 文德派出所,民善街與新湖3路口,北
LANE110-01,內湖分局 文德派出所,行愛路與新湖1路口,東北
LANE110-02,內湖分局 文德派出所,行愛路與新湖1路口,西南
LANE111-01,內湖分局 文德派出所,新湖三路行忠路28巷口,東
LANE111-02,內湖分局 文德派出所,新湖三路行忠路28巷口,北
LANE112-01,內湖分局 文德派出所,行善路與金豐街口(南側中央分隔島),東
LANE112-02,內湖分局 文德派出所,行善路與金豐街口(南側中央分隔島),西南
LANE113-01,內湖分局 文德派出所,北市內湖區民善街與新湖1路口,東
LANE113-02,內湖分局 文德派出所,北市內湖區民善街與新湖1路口,西
LANE114-01,內湖分局 文德派出所,行忠路66巷與新湖3路口,東南
LANE114-02,內湖分局 文德派出所,行忠路66巷與新湖3路口,西北
LANE115-01,內湖分局 文德派出所,舊宗路2段123號對面上交流道旁三角分隔島號誌,西
LANE115-02,內湖分局 文德派出所,舊宗路2段123號對面上交流道旁三角分隔島號誌,南
LANE117-01,內湖分局 文德派出所,行愛路與行忠路西北角號誌桿,東
LANE118-01,內湖分局 文德派出所,民權東路6段191巷62弄與民權東路6段175巷交會口(191巷67號),東
LANE119-01,內湖分局 文德派出所,民權東路6段與成功路2段口,東
LANE119-02,內湖分局 文德派出所,民權東路6段與成功路2段口,北
LANE120-01,內湖分局 文德派出所,民權東路6段184號,北
LANE120-02,內湖分局 文德派出所,民權東路6段184號,東
LANE121-01,內湖分局 文德派出所,民權東路6段與成功路320巷31弄口,東
LANE121-02,內湖分局 文德派出所,民權東路6段與成功路320巷31弄口,南
LANE122-01,內湖分局 文德派出所,成功路2段189號旁(下灣公園綠地旁),東南
LANE122-02,內湖分局 文德派出所,成功路2段189號旁(下灣公園綠地旁),北
LANE123-01,內湖分局 文德派出所,民權東路6段125號前分隔島上,東南
LANE123-02,內湖分局 文德派出所,民權東路6段125號前分隔島上,西
LANE124-01,內湖分局 文德派出所,民權東路6段191巷62弄與民權東路6段175巷交會口(191巷67號),東
LANE124-02,內湖分局 文德派出所,民權東路6段220巷底,北
LANE125-01,內湖分局 文德派出所,民權東路6段206巷58號號誌,南
LANE125-02,內湖分局 文德派出所,民權東路6段206巷58號號誌,北
LANE126-01,內湖分局 文德派出所,民權東路6段182號前燈桿,南
LANE127-01,內湖分局 文德派出所,成功路2段與民權東路6段123巷34弄(三總急診入口處),東
LANE127-02,內湖分局 文德派出所,成功路2段與民權東路6段123巷34弄(三總急診入口處),北
LANE128-01,內湖分局 文德派出所,成功路2段430號前,東
LANE128-02,內湖分局 文德派出所,成功路2段430號前,北
LANE129-01,內湖分局 文德派出所,新湖一路8號對面燈桿(桿號114),東
LANE130-01,內湖分局 文德派出所,民權東路6段135巷底轉角處,西
LANE131-01,內湖分局 文德派出所,民權東路6段135巷11弄底轉角處(153巷16號),西
LANE132-01,內湖分局 文德派出所,北市內湖區民權東路6段163巷口路口監控,西
LANE132-02,內湖分局 文德派出所,北市內湖區民權東路6段163巷口路口監控,北
LANE133-01,內湖分局 文德派出所,民權東路6段190巷底與公園交接處(190巷63弄1-12號),北
LANE134-01,內湖分局 文德派出所,成功路2段320巷60號對面,東
LANE135-01,內湖分局 文德派出所,成功路2段320巷與成功路2段口,西南
LANE135-02,內湖分局 文德派出所,成功路2段320巷與成功路2段口,西
LANE136-01,內湖分局 文德派出所,成功路2段250巷7號,東
LANE137-01,內湖分局 文德派出所,成功路2段312巷27號,東
LANE138-01,內湖分局 文德派出所,民權東路6段81巷17弄1號,東
LANE139-01,內湖分局 文德派出所,民權東路6段190巷21弄3號,南
LANE139-02,內湖分局 文德派出所,民權東路6段190巷21弄3號,北
LANE140-01,內湖分局 文德派出所,民權東路6段246號前分隔島,東南
LANE140-02,內湖分局 文德派出所,民權東路6段246號前分隔島,東
LANE141-01,內湖分局 文德派出所,北市內湖區民權東路6段與民權東路6段203巷口路口監控,西
LANE141-02,內湖分局 文德派出所,北市內湖區民權東路6段與民權東路6段203巷口路口監控,北
LANE142-01,內湖分局 文德派出所,瑞光路66巷口,西
LANE143-02,內湖分局 文德派出所,民權東路6段47巷6號,北
LANE144-01,內湖分局 文德派出所,民權東路6段190巷與6段180巷41弄口,東
LANE145-01,內湖分局 文德派出所,成功路2段484號(前),東
LANE145-02,內湖分局 文德派出所,成功路2段484號(前),北
LANE146-01,內湖分局 文德派出所,士林地院前、內湖行政中心前中央分隔島(民權東路6段95號),東
LANE146-02,內湖分局 文德派出所,士林地院前、內湖行政中心前中央分隔島(民權東路6段95號),西
LANE147-01,內湖分局 文德派出所,民權東路6段115巷1號,南
LANE148-01,內湖分局 文德派出所,成功路2段(成功交流道南下匝道口),北
LANE149-01,內湖分局 文德派出所,文德路169號,北
LANE150-01,內湖分局 文德派出所,民權東路6段9號旁,東南
LANE151-01,內湖分局 文德派出所,舊宗路2段與民權東路6段口,南
LANE152-01,內湖分局 文德派出所,舊宗路1段288號轉角,北
LANE154-01,內湖分局 文德派出所,文德路22巷旁,東
LANE155-01,內湖分局 文德派出所,民權東路6段26號(文德派出所轉角),西北
LANF001-01,內湖分局 東湖派出所,東湖路16巷口,東
LANF001-02,內湖分局 東湖派出所,東湖路16巷口,南
LANF002-01,內湖分局 東湖派出所,東湖路96號,南
LANF002-02,內湖分局 東湖派出所,東湖路96號,東
LANF003-01,內湖分局 東湖派出所,東湖路96號,西北
LANF003-02,內湖分局 東湖派出所,康寧路3段189巷40號前,西南
LANF004-01,內湖分局 東湖派出所,東湖路114號,東
LANF004-02,內湖分局 東湖派出所,東湖路114號,南
LANF005-01,內湖分局 東湖派出所,東湖路160巷口與東湖路,東
LANF005-02,內湖分局 東湖派出所,東湖路160巷口與東湖路,南
LANF006-01,內湖分局 東湖派出所,東湖路160巷10弄20號,西
LANF007-01,內湖分局 東湖派出所,北市內湖區東湖路160巷與五分街口路口監控,北
LANF008-01,內湖分局 東湖派出所,五分街72巷口,南
LANF009-01,內湖分局 東湖派出所,東湖路160巷(內2號疏散門前方百米左側),北
LANF009-02,內湖分局 東湖派出所,東湖路160巷(內2號疏散門前方百米左側),東
LANF010-01,內湖分局 東湖派出所,堤外便道往吉林方向,西
LANF010-02,內湖分局 東湖派出所,堤外便道往吉林方向,東
LANF011-01,內湖分局 東湖派出所,東湖路160巷底(市民高架橋下),東
LANF011-02,內湖分局 東湖派出所,東湖路160巷底(市民高架橋下),北
LANF012-01,內湖分局 東湖派出所,安康路434巷20弄31號斜對面,東
LANF013-01,內湖分局 東湖派出所,安康路434巷21號,東
LANF014-01,內湖分局 東湖派出所,安康路434巷口,東
LANF014-02,內湖分局 東湖派出所,安康路434巷口,北
LANF015-01,內湖分局 東湖派出所,安康路414巷2號旁,西南
LANF015-02,內湖分局 東湖派出所,安康路414巷2號旁,西北
LANF016-01,內湖分局 東湖派出所,安康路315巷底(315巷20號旁對面),東
LANF016-02,內湖分局 東湖派出所,安康路315巷底(315巷20號旁對面),南
LANF017-01,內湖分局 東湖派出所,北市內湖區康寧路3段245巷與五分街14弄口路口監控,西北
LANF018-01,內湖分局 東湖派出所,康寧路3段245巷與265巷口,東南
LANF019-01,內湖分局 東湖派出所,安康路364號,東
LANF019-02,內湖分局 東湖派出所,安康路364號,西
LANF020-01,內湖分局 東湖派出所,康寧路3段與安康路口,東
LANF020-03,內湖分局 東湖派出所,康寧路3段與安康路口,西
LANF021-01,內湖分局 東湖派出所,康寧路3段265巷口,東
LANF021-02,內湖分局 東湖派出所,康寧路3段265巷口,北
LANF022-01,內湖分局 東湖派出所,康寧路3段與五分街口,東
LANF022-02,內湖分局 東湖派出所,康寧路3段與五分街口,南
LANF023-01,內湖分局 東湖派出所,五分街41號,東
LANF024-01,內湖分局 東湖派出所,康寧路3段219巷11號,東
LANF025-01,內湖分局 東湖派出所,康寧路3段217巷3號,東
LANF026-01,內湖分局 東湖派出所,東湖路106巷7弄7號前　,東
LANF026-02,內湖分局 東湖派出所,東湖路106巷7弄7號前　,西
LANF027-01,內湖分局 東湖派出所,東湖路106巷9弄口,西
LANF027-02,內湖分局 東湖派出所,東湖路106巷9弄口,北
LANF028-01,內湖分局 東湖派出所,康寧路3段245巷28號對面(安康公園前)號誌桿,東
LANF028-02,內湖分局 東湖派出所,康寧路3段269號前燈桿,東
LANF029-01,內湖分局 東湖派出所,永保街與安康路93巷口和永保街42號,西
LANF030-01,內湖分局 東湖派出所,安康街109號後方,東
LANF031-01,內湖分局 東湖派出所,永保街144號前,西
LANF032-01,內湖分局 東湖派出所,北市內湖區永保街與安康路228巷口路口監控,南
LANF033-01,內湖分局 東湖派出所,安康路284號後方,東
LANF034-01,內湖分局 東湖派出所,潭美街491號對面,東
LANF034-02,內湖分局 東湖派出所,潭美街491號對面,南
LANF035-01,內湖分局 東湖派出所,安康路106巷萬客隆旁無名巷(安康路106巷52號對面),東
LANF035-02,內湖分局 東湖派出所,安康路106巷萬客隆旁無名巷(安康路106巷52號對面),南
LANF036-01,內湖分局 東湖派出所,康寧路3段與安康路口(匝道下出口),東
LANF036-02,內湖分局 東湖派出所,南湖大橋分隔島,南
LANF036-04,內湖分局 東湖派出所,南湖大橋分隔島,北
LANF037-01,內湖分局 東湖派出所,康寧抽水站水門,西
LANF038-01,內湖分局 東湖派出所,南湖大橋堤外便道,北
LANF039-01,內湖分局 東湖派出所,潭美街896-1號前燈桿(105號燈桿),南
LANF040-01,內湖分局 東湖派出所,安康路324巷底與潭美街口(對面),西
LANF041-01,內湖分局 東湖派出所,安康路284號後方,西
LANF042-01,內湖分局 東湖派出所,安康路228巷底與潭美街口,東
LANF043-01,內湖分局 東湖派出所,安康路106巷底與安美街125號前,東
LANF045-01,內湖分局 東湖派出所,潭美街562號,東
LANF046-01,內湖分局 東湖派出所,潭美街與安美街東口,南
LANF047-01,內湖分局 東湖派出所,安康路228巷21弄口對面,南
LANF048-01,內湖分局 東湖派出所,潭美街583號前,東
LANF048-02,內湖分局 東湖派出所,潭美街583號前,北
LANF049-01,內湖分局 東湖派出所,北市內湖區安康路56巷口路口監控,西
LANF049-02,內湖分局 東湖派出所,北市內湖區安康路56巷口路口監控,南
LANF050-01,內湖分局 東湖派出所,安康路97號前,東
LANF050-02,內湖分局 東湖派出所,安康路97號前,北
LANF051-01,內湖分局 東湖派出所,安康路106巷口,東
LANF051-02,內湖分局 東湖派出所,安康路106巷口,西
LANF052-02,內湖分局 東湖派出所,安康路129巷口,北
LANF053-01,內湖分局 東湖派出所,安康路145-1號前,東
LANF053-02,內湖分局 東湖派出所,安康路145-1號前,西
LANF054-01,內湖分局 東湖派出所,安康路226巷口(226號旁),東北
LANF054-02,內湖分局 東湖派出所,安康路226巷口(226號旁),北
LANF055-01,內湖分局 東湖派出所,安康路228巷口,東
LANF056-01,內湖分局 東湖派出所,安康路228巷1號旁,東
LANF057-01,內湖分局 東湖派出所,安康路51號斜對面,南
LANF057-02,內湖分局 東湖派出所,安康路51號斜對面,西南
LANF058-01,內湖分局 東湖派出所,康寧路3段222巷口,東
LANF058-02,內湖分局 東湖派出所,康寧路3段222巷口,西
LANF060-01,內湖分局 東湖派出所,康寧路3段56巷160號,南
LANF061-01,內湖分局 東湖派出所,北市內湖區康寧路3段70巷與190巷口路口監控,東
LANF062-01,內湖分局 東湖派出所,北市內湖區民權東路6段296巷與康寧路3段56巷交叉路口監控,東北
LANF063-01,內湖分局 東湖派出所,北市內湖區康寧路3段190巷口路口監控,西
LANF064-01,內湖分局 東湖派出所,康寧路3段189巷與165巷口(165巷34號對面),東南
LANF064-02,內湖分局 東湖派出所,康寧路3段174號前燈桿,南
LANF065-01,內湖分局 東湖派出所,民權東路6段280巷71號前,西北
LANF066-01,內湖分局 東湖派出所,北市內湖區民權東路6段280巷與康寧路3段26巷口路口監控,北
LANF067-01,內湖分局 東湖派出所,北市內湖區民權東路6段280巷25弄口路口監控,東
LANF068-01,內湖分局 東湖派出所,北市內湖區民權東路6段280巷19弄底路口監控,西南
LANF069-01,內湖分局 東湖派出所,民權東路6段280巷口,東
LANF069-02,內湖分局 東湖派出所,民權東路6段280巷口,南
LANF070-01,內湖分局 東湖派出所,民權東路6段296巷口,東北
LANF070-02,內湖分局 東湖派出所,民權東路6段296巷口,東南
LANF071-02,內湖分局 東湖派出所,民權東路6段與圓環引道口,西
LANF072-01,內湖分局 東湖派出所,康寧路3段16巷口,東南
LANF072-02,內湖分局 東湖派出所,康寧路3段16巷口,西南
LANF073-01,內湖分局 東湖派出所,民權東路6段296巷31弄1號前,東
LANF074-02,內湖分局 東湖派出所,康寧路3段26巷46號前燈桿,南
LANF075-01,內湖分局 東湖派出所,北市內湖區康寧路3段16巷與26巷口路口監控,東
LANF076-01,內湖分局 東湖派出所,民權東路6段296巷68號旁巷口,東北
LANF076-02,內湖分局 東湖派出所,民權東路6段296巷68號旁巷口,西
LANF077-01,內湖分局 東湖派出所,北市內湖區康寧路3段16巷114號旁巷口路口監控,西南
LANF077-02,內湖分局 東湖派出所,北市內湖區康寧路3段16巷114號旁巷口路口監控,東
LANF078-01,內湖分局 東湖派出所,康寧路3段54巷口,東
LANF078-02,內湖分局 東湖派出所,康寧路3段54巷口,西北
LANF079-01,內湖分局 東湖派出所,康寧路3段54-9號前 ,東
LANF080-01,內湖分局 東湖派出所,康寧路3段56巷口,南
LANF080-02,內湖分局 東湖派出所,康寧路3段56巷口,北
LANF081-01,內湖分局 東湖派出所,康寧路3段70巷口,東
LANF081-02,內湖分局 東湖派出所,康寧路3段70巷口,北
LANF082-02,內湖分局 東湖派出所,康寧路交流道南下入口與康寧路3段口,北
LANF083-01,內湖分局 東湖派出所,康寧路3段189巷21弄口,東
LANF084-01,內湖分局 東湖派出所,康寧路3段189巷163弄1號旁對面,西南
LANF085-01,內湖分局 東湖派出所,康寧路3段189巷80弄底,北
LANF086-01,內湖分局 東湖派出所,康寧路3段189巷與165巷口(165巷34號對面),南
LANF087-01,內湖分局 東湖派出所,康寧路3段165巷23弄1號,西北
LANF088-01,內湖分局 東湖派出所,康寧路3段165巷與14號旁,東
LANF089-01,內湖分局 東湖派出所,康寧路3段165巷口,東
LANF089-02,內湖分局 東湖派出所,康寧路3段165巷口,西北
LANF090-01,內湖分局 東湖派出所,康寧路3段103之3號對面,東北
LANF090-02,內湖分局 東湖派出所,康寧路3段103之3號對面,西北
LANF091-01,內湖分局 東湖派出所,康寧路3段99巷6弄11號,東
LANF092-01,內湖分局 東湖派出所,康寧路3段99巷10弄12號,東
LANF093-01,內湖分局 東湖派出所,康寧路3段99巷12弄1號,東
LANF094-01,內湖分局 東湖派出所,康寧路3段165巷25弄22號對面,東南
LANF095-01,內湖分局 東湖派出所,康寧路3段99巷17弄2號旁,西北
LANF096-01,內湖分局 東湖派出所,康寧路3段99巷8弄1號,西北
LANF097-01,內湖分局 東湖派出所,康寧路3段99巷10弄2號前,西北
LANF098-01,內湖分局 東湖派出所,康寧路3段99巷39弄口,西北
LANF099-01,內湖分局 東湖派出所,北市內湖區康寧路3段99巷口路口監控,西北
LANF099-02,內湖分局 東湖派出所,北市內湖區康寧路3段99巷口路口監控,北
LANF100-01,內湖分局 東湖派出所,康寧路3段50號前(分隔島上),東
LANF100-02,內湖分局 東湖派出所,康寧路3段50號前(分隔島上),北
LANF101-01,內湖分局 東湖派出所,康寧路3段99巷17弄36號旁巷口,南
LANF102-01,內湖分局 東湖派出所,康寧路3段189巷口,北
LANF103-01,內湖分局 東湖派出所,北市內湖區康寧路3段75巷24弄口路口監控,西北
LANF104-01,內湖分局 東湖派出所,康寧路3段75巷24弄與99巷17弄口,北
LANF105-01,內湖分局 東湖派出所,康寧路3段99巷17弄36號旁巷口,西南
LANF106-01,內湖分局 東湖派出所,康寧路189巷73弄25號,南
LANF107-01,內湖分局 東湖派出所,康寧路3段189巷73弄口,南
LANF108-01,內湖分局 東湖派出所,康寧路3段75巷50號(公視A棟),東
LANF109-01,內湖分局 東湖派出所,康寧路3段189巷83弄17號前,東
LANF110-01,內湖分局 東湖派出所,康寧路3段189巷129號對面,南
LANF111-01,內湖分局 東湖派出所,康寧路3段99巷17弄口,東
LANF112-01,內湖分局 東湖派出所,東湖路106巷7弄與東湖路58巷口,南
LANF113-01,內湖分局 東湖派出所,康寧路3段189巷141弄25號對面,東
LANF114-01,內湖分局 東湖派出所,康寧路3段99巷39弄公園籃球場旁巷口,東
LANF115-01,內湖分局 東湖派出所,康寧路3段75巷24弄53之3號對面燈桿,東北
LANF116-01,內湖分局 東湖派出所,康寧路3段99巷39弄76號,南
LANF117-01,內湖分局 東湖派出所,康寧路3段189巷155弄1號,南
LANF118-01,內湖分局 東湖派出所,康寧路3段189巷159弄1號對面,北
LANF119-01,內湖分局 東湖派出所,康寧路3段189巷157弄35號前,東
LANF120-01,內湖分局 東湖派出所,康寧路3段99巷17弄與公視C棟後無名巷口,北
LANF121-01,內湖分局 東湖派出所,北市內湖區康寧路3段75巷218弄口對面路口監控,南
LANF122-01,內湖分局 東湖派出所,康寧路3段189巷157弄與163弄口,北
LANF123-01,內湖分局 東湖派出所,康寧路3段75巷175弄口,西南
LANF124-01,內湖分局 東湖派出所,康寧路3段75巷186弄184號,南
LANF125-01,內湖分局 東湖派出所,康寧路3段75巷205號旁(207弄口),北
LANF126-01,內湖分局 東湖派出所,康寧路3段75巷186弄與218弄口,東南
LANF127-01,內湖分局 東湖派出所,康寧路三段75巷269號旁(218弄底),南
LANF128-01,內湖分局 東湖派出所,康寧路3段與安康路口,南
LANF128-02,內湖分局 東湖派出所,康寧路3段與安康路口,北
LANF130-01,內湖分局 東湖派出所,康寧路3段與安康路口(匝道下出口),西
LANF131-01,內湖分局 東湖派出所,民權東路6段407號對面,東北
LANF133-01,內湖分局 東湖派出所,康寧路3段217巷2號前燈桿,北
LANF134-01,內湖分局 東湖派出所,安康路139號前,西
LANF136-01,內湖分局 東湖派出所,康寧路3段26巷口,東南
LANG001-01,內湖分局 康樂派出所,東湖路1號,西南
LANG002-01,內湖分局 康樂派出所,康寧路3段189巷口,東北
LANG002-02,內湖分局 康樂派出所,康樂街61巷81弄2號旁,南
LANG003-01,內湖分局 康樂派出所,東湖路7巷口1號(東湖路9號旁),北
LANG004-01,內湖分局 康樂派出所,東湖路7巷底(康寧路3段189巷4號旁),南
LANG005-01,內湖分局 康樂派出所,東湖路33巷口(東湖路39號旁),北
LANG006-01,內湖分局 康樂派出所,東湖路33巷15號前,東北
LANG007-01,內湖分局 康樂派出所,康寧路3段189巷14號,東南
LANG008-01,內湖分局 康樂派出所,東湖路43巷、東湖路113巷5弄底,東
